year,type,details,country,location
1041,Omen,Geese Flying Backwards,Germania,North Germania
1042,Omen,Three-Headed Baby,Germania,North Germania
1043,Disaster,Pillaged By Germania,Britannia,Britannia
1044,Omen,Three-Headed Baby,Rome,Gallia
1044,Omen,Rivers of Blood,Persia,Outer Persia
1044,Omen,Rivers of Blood,Germania,North Germania
1045,Omen,Rivers of Blood,Rome,Italia
1045,Disaster,Pillaged By Germania,Persia,North Persia
1046,Disaster,Pillaged By Rome,Germania,South Germania
1047,Disaster,Fire,Persia,Outer Persia
1048,Omen,Rivers of Blood,Persia,North Persia
1049,Disaster,Pillaged By Rome,Persia,Outer Persia
1050,Omen,Rivers of Blood,Rome,Grecia
1050,Omen,Moon Turns Red,Persia,Central Persia
1050,Omen,Moon Turns Red,Persia,North Persia
1050,Disaster,Pillaged By Rome,Germania,South Germania
1051,Disaster,Fire,Rome,Gallia
1052,Disaster,Pillaged By Rome,Persia,Outer Persia
1052,Disaster,Pillaged By Germania,Persia,North Persia
1052,Omen,Rivers of Blood,Germania,South Germania
1053,Omen,Rivers of Blood,Persia,Outer Persia
1053,Omen,Geese Flying Backwards,Persia,North Persia
1053,Omen,Three-Headed Baby,Germania,North Germania
1053,Omen,Rivers of Blood,Germania,North Germania
1054,Omen,Three-Headed Baby,Rome,Grecia
1054,Disaster,Famine,Persia,North Persia
1054,Disaster,Pillaged By Germania,Britannia,Britannia
1054,Disaster,Fire,Germania,North Germania
1055,Omen,Rivers of Blood,Rome,Grecia
1055,Omen,Geese Flying Backwards,Persia,North Persia
1056,Omen,Three-Headed Baby,Persia,Outer Persia
1056,Omen,Three-Headed Baby,Germania,South Germania
1057,Omen,Rivers of Blood,Rome,Grecia
1057,Omen,Rivers of Blood,Persia,Outer Persia
1057,Omen,Geese Flying Backwards,Persia,North Persia
1057,Disaster,Fire,Persia,North Persia
1058,Omen,Three-Headed Baby,Rome,Italia
1058,Omen,Geese Flying Backwards,Persia,North Persia
1058,Omen,Moon Turns Red,Persia,North Persia
1058,Disaster,Fire,Britannia,Britannia
1059,Omen,Three-Headed Baby,Persia,Central Persia
1059,Disaster,Famine,Persia,North Persia
1059,Omen,Rivers of Blood,Britannia,Britannia
1059,Omen,Geese Flying Backwards,Germania,South Germania
1060,Omen,Rivers of Blood,Rome,Gallia
1060,Disaster,Famine,Persia,Central Persia
1060,Disaster,Famine,Germania,South Germania
1061,Disaster,Fire,Rome,Grecia
1061,Disaster,Famine,Rome,Grecia
1061,Omen,Moon Turns Red,Persia,North Persia
1062,Omen,Black Dove,Rome,Grecia
1062,Omen,Black Dove,Persia,Central Persia
1062,Disaster,Famine,Persia,Central Persia
1062,Omen,Rivers of Blood,Persia,Outer Persia
1062,Disaster,Plague,Persia,North Persia
1063,Disaster,Plague,Persia,Central Persia
1063,Disaster,Fire,Germania,North Germania
1064,Disaster,Fire,Rome,Italia
1065,Disaster,Pillaged By Britannia,Rome,Gallia
1065,Omen,Moon Turns Red,Persia,Central Persia
1066,Disaster,Pillaged By Rome,Persia,Outer Persia
1066,Disaster,Pillaged By Germania,Persia,North Persia
1067,Disaster,Pillaged By Rome,Persia,Outer Persia
1068,Omen,Rivers of Blood,Rome,Italia
1068,Omen,Moon Turns Red,Persia,Central Persia
1068,Disaster,Fire,Persia,North Persia
1068,Omen,Three-Headed Baby,Britannia,Britannia
1069,Disaster,Pillaged By Germania,Persia,North Persia
1069,Omen,Moon Turns Red,Britannia,Britannia
1069,Omen,Rivers of Blood,Germania,South Germania
1071,Disaster,Famine,Rome,Grecia
1071,Disaster,Fire,Germania,North Germania
1072,Omen,Moon Turns Red,Rome,Italia
1072,Omen,Three-Headed Baby,Rome,Gallia
1072,Omen,Geese Flying Backwards,Persia,Central Persia
1072,Omen,Rivers of Blood,Germania,South Germania
1073,Omen,Geese Flying Backwards,Persia,Central Persia
1073,Omen,Moon Turns Red,Germania,North Germania
1073,Disaster,Famine,Germania,South Germania
1074,Omen,Geese Flying Backwards,Persia,Central Persia
1074,Omen,Three-Headed Baby,Persia,Outer Persia
1074,Disaster,Pillaged By Persia,Germania,North Germania
1075,Omen,Geese Flying Backwards,Persia,Central Persia
1075,Omen,Flaming Comet,Persia,Outer Persia
1075,Omen,Rivers of Blood,Persia,North Persia
1075,Omen,Three-Headed Baby,Germania,South Germania
1075,Disaster,Pillaged By Rome,Germania,South Germania
1076,Disaster,Fire,Rome,Italia
1076,Omen,Geese Flying Backwards,Persia,Central Persia
1076,Omen,Three-Headed Baby,Persia,Outer Persia
1076,Omen,Moon Turns Red,Persia,North Persia
1076,Disaster,Pillaged By Rome,Britannia,Britannia
1076,Disaster,Pillaged By Persia,Germania,North Germania
1077,Omen,Sun Goes Dark,Rome,Italia
1077,Disaster,Pillaged By Germania,Rome,Gallia
1077,Omen,Three-Headed Baby,Britannia,Britannia
1078,Disaster,Pillaged By Germania,Rome,Italia
1078,Omen,Geese Flying Backwards,Rome,Grecia
1078,Omen,Geese Flying Backwards,Persia,Central Persia
1078,Omen,Three-Headed Baby,Persia,Outer Persia
1078,Omen,Geese Flying Backwards,Persia,Outer Persia
1079,Omen,Geese Flying Backwards,Rome,Grecia
1079,Omen,Moon Turns Red,Persia,Outer Persia
1080,Omen,Rivers of Blood,Rome,Italia
1080,Omen,Black Dove,Rome,Italia
1080,Omen,Black Dove,Rome,Gallia
1080,Omen,Black Dove,Rome,Grecia
1080,Omen,Black Dove,Persia,Central Persia
1080,Omen,Black Dove,Persia,Outer Persia
1080,Disaster,Fire,Persia,Outer Persia
1080,Disaster,Famine,Persia,Outer Persia
1080,Omen,Black Dove,Persia,North Persia
1080,Omen,Rivers of Blood,Britannia,Britannia
1080,Omen,Black Dove,Britannia,Britannia
1080,Omen,Black Dove,Germania,North Germania
1080,Omen,Black Dove,Germania,South Germania
